n,p,m
"{""synonym"":[Leukemia, disease],""name"":leukemia,""definition"":[],""label"":Leukemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/93143009,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Leukaemia, disease}"
"{""synonym"":[Leukemia, disease],""name"":leukemia,""definition"":[],""label"":Leukemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/93143009,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Leukaemia, NOS, without mention of remission}"
"{""synonym"":[Leukemia, disease],""name"":leukemia,""definition"":[],""label"":Leukemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/93143009,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Leukemia, NOS, without mention of remission}"
"{""synonym"":[Leukemia, disease],""name"":leukemia,""definition"":[],""label"":Leukemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/93143009,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Leukemia, disease (disorder)}"
"{""synonym"":[Leukemia, disease],""name"":leukemia,""definition"":[],""label"":Leukemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/93143009,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Leukaemia}"
"{""synonym"":[Leukemia, disease],""name"":leukemia,""definition"":[],""label"":Leukemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/93143009,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Leukemia, disease}"
"{""synonym"":[Leukemia, disease],""name"":leukemia,""definition"":[],""label"":Leukemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/93143009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Leukemia, disease],""name"":leukemia,""definition"":[],""label"":Leukemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/93143009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Neoplasm affecting haematopoietic structure],""name"":neoplasm affecting hematopoietic structure,""definition"":[],""label"":Neoplasm affecting hematopoietic structure,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414823004,""ontology"":SNOMEDCT}"
"{""synonym"":[Leukemia, disease],""name"":leukemia,""definition"":[],""label"":Leukemia,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/93143009,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":269475001}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Malignant tumor of lymphoid hemopoietic and related tissue}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Malignant tumor of lymphoid, hemopoietic AND/OR related tissue (disorder)}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Malignant neoplasm of lymphatic and haemopoietic tissue}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Hematologic malignancy}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Haematologic malignancy}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Malignant tumor of lymphoid hemopoietic and related tissue (disorder)}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Malignant tumour of lymphoid haemopoietic and related tissue}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Malignant neoplasm of lymphatic and hemopoietic tissue}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Neoplasm of hematopoietic cell type (disorder)],""name"":neoplasm of hematopoietic cell type,""definition"":[],""label"":Neoplasm of hematopoietic cell type,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/414825006,""ontology"":SNOMEDCT}"
"{""synonym"":[Malignant neoplasm of lymphatic and hemopoietic tissue],""name"":malignant tumor of lymphoid hemopoietic and related tissue,""definition"":[],""label"":Malignant tumor of lymphoid hemopoietic and related tissue,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/269475001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}"
"{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":363346000}"
"{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Malignant neoplastic disease}"
"{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":CA - Cancer}"
"{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Malignant neoplasm}"
"{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Malignant tumor (disorder)}"
"{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Malignant tumor}"
"{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Cancer}"
"{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Malignant tumour}"
"{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Malignant neoplastic disease (disorder)}"
"{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Malignant neoplastic disease (disorder)],""name"":malignant neoplastic disease,""definition"":[],""label"":Malignant neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/363346000,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Neoplasm and/or hamartoma (disorder)],""name"":neoplasm and/or hamartoma,""definition"":[],""label"":Neoplasm and/or hamartoma,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399981008,""ontology"":SNOMEDCT}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":NG - Neoplastic growth}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":55342001}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Neoplastic disease}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":New growth}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Neoplasia}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Neoplastic growth}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":NG - New growth}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Neoplastic disease, NOS}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Neoplastic disease (disorder)}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Neoplastic syndrome, NOS}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Neoplastic syndrome}"
"{""synonym"":[NG - Neoplastic growth],""name"":neoplastic disease,""definition"":[],""label"":Neoplastic disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/55342001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Neoplasm and/or hamartoma (disorder)],""name"":neoplasm and/or hamartoma,""definition"":[],""label"":Neoplasm and/or hamartoma,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399981008,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":399981008}"
"{""synonym"":[Neoplasm and/or hamartoma (disorder)],""name"":neoplasm and/or hamartoma,""definition"":[],""label"":Neoplasm and/or hamartoma,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399981008,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Neoplasm and/or hamartoma}"
"{""synonym"":[Neoplasm and/or hamartoma (disorder)],""name"":neoplasm and/or hamartoma,""definition"":[],""label"":Neoplasm and/or hamartoma,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399981008,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Neoplasm and/or hamartoma (disorder)}"
"{""synonym"":[Neoplasm and/or hamartoma (disorder)],""name"":neoplasm and/or hamartoma,""definition"":[],""label"":Neoplasm and/or hamartoma,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399981008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Neoplasm and/or hamartoma (disorder)],""name"":neoplasm and/or hamartoma,""definition"":[],""label"":Neoplasm and/or hamartoma,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/399981008,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#type}","{""uri"":http://www.w3.org/2002/07/owl#Class}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":notation,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#notation}","{""data"":64572001}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":preferred label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#prefLabel}","{""data"":Disease}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Disease AND/OR syndrome present}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Disease (disorder)}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Clinical disease or syndrome, NOS}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Disease or syndrome present, NOS}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Clinical disease AND/OR syndrome present}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Disease, NOS}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Syndrome}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Syndrome, NOS}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Clinical disease AND/OR syndrome}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Disorder, NOS}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Diseases}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Disorders}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Disorder}"
"{""synonym"":[Disorder],""name"":disease,""definition"":[],""label"":Disease,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/64572001,""ontology"":SNOMEDCT}","{""label"":alternative label,""type"":http://www.w3.org/2002/07/owl#AnnotationProperty,""uri"":http://www.w3.org/2004/02/skos/core#altLabel}","{""data"":Clinical disease or syndrome present, NOS}"
"{""synonym"":[Clinical finding (finding)],""name"":clinical finding,""definition"":[],""label"":Clinical finding,""uri"":http://purl.bioontology.org/ontology/SNOMEDCT/404684003,""ontology"":SNOMEDCT}","{""uri"":http://www.w3.org/2000/01/rdf-schema#subClassOf}","{""name"":THING,""label"":THING,""uri"":http://www.w3.org/2002/07/owl#Thing}"
